display,lookup,status,notes
antrisko,antrisko,drafted,draft_vortaro_additions_20251012_0037.tsv
antro,antro,drafted,draft_vortaro_additions_20251012_0037.tsv
antropofagismo,antropofagismo,drafted,draft_vortaro_additions_20251012_0037.tsv
antropofago,antropofago,drafted,draft_vortaro_additions_20251012_0037.tsv
anturio,anturio,drafted,draft_vortaro_additions_20251012_0037.tsv
anuitato,anuitato,drafted,draft_vortaro_additions_20251012_0037.tsv
anurio,anurio,drafted,draft_vortaro_additions_20251012_0037.tsv
anuroj,anuroj,added,imported:reviewed_import_mixed_6.tsv
anuŝo,anuŝo,drafted,draft_vortaro_additions_20251012_0037.tsv
anzuarbo,anzuarbo,drafted,draft_vortaro_additions_20251012_0037.tsv
anzuo,anzuo,drafted,draft_vortaro_additions_20251012_0037.tsv
anzuujo,anzuujo,drafted,draft_vortaro_additions_20251012_0037.tsv
aortito,aortito,drafted,draft_vortaro_additions_20251012_0037.tsv
aoto,aoto,drafted,draft_vortaro_additions_20251012_0037.tsv
apatosaŭro,apatosaŭro,drafted,draft_vortaro_additions_20251012_0037.tsv
apeksa,apeksa,drafted,draft_vortaro_additions_20251012_0037.tsv
apekso,apekso,drafted,draft_vortaro_additions_20251012_0037.tsv
apendicektomio,apendicektomio,drafted,draft_vortaro_additions_20251012_0037.tsv
apendikularioj,apendikularioj,added,imported:reviewed_import_mixed_6.tsv
apepsio,apepsio,drafted,draft_vortaro_additions_20251012_0037.tsv
apercepti,apercepti,drafted,draft_vortaro_additions_20251012_0140.tsv
apercepto,apercepto,drafted,draft_vortaro_additions_20251012_0140.tsv
apetaloj,apetaloj,drafted,draft_vortaro_additions_20251012_0140.tsv
apetenco,apetenco,drafted,draft_vortaro_additions_20251012_0140.tsv
apiolo,apiolo,drafted,draft_vortaro_additions_20251012_0140.tsv
apioso,apioso,drafted,draft_vortaro_additions_20251012_0140.tsv
aplito,aplito,drafted,draft_vortaro_additions_20251012_0140.tsv
apocinacoj,apocinacoj,drafted,draft_vortaro_additions_20251012_0140.tsv
apocino,apocino,drafted,draft_vortaro_additions_20251012_0140.tsv
apodoformaj,apodoformaj,drafted,draft_vortaro_additions_20251012_0140.tsv
apoloĝo,apoloĝo,drafted,draft_vortaro_additions_20251012_0140.tsv
apomikso,apomikso,drafted,draft_vortaro_additions_20251012_0140.tsv
aponeŭrozo,aponeŭrozo,drafted,draft_vortaro_additions_20251012_0140.tsv
aposiopezo,aposiopezo,drafted,draft_vortaro_additions_20251012_0140.tsv
apotecio,apotecio,drafted,draft_vortaro_additions_20251012_0140.tsv
apretanto,apretanto,drafted,draft_vortaro_additions_20251012_0140.tsv
apretaĵo,apretaĵo,drafted,draft_vortaro_additions_20251012_0140.tsv
aproksimi,aproksimi,drafted,draft_vortaro_additions_20251012_0140.tsv
arabidopso,arabidopso,drafted,draft_vortaro_additions_20251012_0140.tsv
arabinozo,arabinozo,drafted,draft_vortaro_additions_20251012_0140.tsv
arabiso,arabiso,drafted,draft_vortaro_additions_20251012_0140.tsv
aragonito,aragonito,drafted,draft_vortaro_additions_20251012_0140.tsv
arahanto,arahanto,drafted,draft_vortaro_additions_20251012_0140.tsv
araknoidito,araknoidito,drafted,draft_vortaro_additions_20251012_0140.tsv
aramea,aramea,drafted,draft_vortaro_additions_20251012_0140.tsv
araneoidoj,araneoidoj,drafted,draft_vortaro_additions_20251012_0140.tsv
arbarizi,arbarizi,drafted,draft_vortaro_additions_20251012_0140.tsv
arbologio,arbologio,drafted,draft_vortaro_additions_20251012_0140.tsv
ardeedoj,ardeedoj,drafted,draft_vortaro_additions_20251012_0140.tsv
arekacoj,arekacoj,drafted,draft_vortaro_additions_20251012_0140.tsv
areknukso,areknukso,drafted,draft_vortaro_additions_20251012_0140.tsv
areko,areko,drafted,draft_vortaro_additions_20251012_0140.tsv
arenario,arenario,drafted,draft_vortaro_additions_20251012_0140.tsv
areola,areola,drafted,draft_vortaro_additions_20251012_0140.tsv
areolo,areolo,drafted,draft_vortaro_additions_20251012_0140.tsv
arganio,arganio,drafted,draft_vortaro_additions_20251012_0140.tsv
argemono,argemono,drafted,draft_vortaro_additions_20251012_0140.tsv
argilpetro,argilpetro,drafted,draft_vortaro_additions_20251012_0140.tsv
arginino,arginino,drafted,draft_vortaro_additions_20251012_0140.tsv
argiopo,argiopo,drafted,draft_vortaro_additions_20251012_0140.tsv
argironeto,argironeto,drafted,draft_vortaro_additions_20251012_0140.tsv
arida,arida,drafted,draft_vortaro_additions_20251012_0140.tsv
arilo,arilo,drafted,draft_vortaro_additions_20251012_0140.tsv
arino,arino,drafted,draft_vortaro_additions_20251012_0140.tsv
aritenoido,aritenoido,drafted,draft_vortaro_additions_20251012_0140.tsv
aritmetikilo,aritmetikilo,drafted,draft_vortaro_additions_20251012_0140.tsv
arkaa,arkaa,drafted,draft_vortaro_additions_20251012_0140.tsv
arkaaĵo,arkaaĵo,drafted,draft_vortaro_additions_20251012_0140.tsv
arkaiĝi,arkaiĝi,drafted,draft_vortaro_additions_20251012_0140.tsv
arkeano,arkeano,drafted,draft_vortaro_additions_20251012_0140.tsv
arkegonio,arkegonio,drafted,draft_vortaro_additions_20251012_0140.tsv
arkeoloĝo,arkeoloĝo,drafted,draft_vortaro_additions_20251012_0140.tsv
arkeozoiko,arkeozoiko,drafted,draft_vortaro_additions_20251012_0140.tsv
arketipo,arketipo,drafted,draft_vortaro_additions_20251012_0140.tsv
arkimandrito,arkimandrito,drafted,draft_vortaro_additions_20251012_0140.tsv
arkipelaĝo,arkipelaĝo,drafted,draft_vortaro_additions_20251012_0140.tsv
arkipteroj,arkipteroj,drafted,draft_vortaro_additions_20251012_0140.tsv
arkiteŭto,arkiteŭto,drafted,draft_vortaro_additions_20251012_0140.tsv
arkivolto,arkivolto,drafted,draft_vortaro_additions_20251012_0140.tsv
arkozo,arkozo,drafted,draft_vortaro_additions_20251012_0140.tsv
arkteo,arkteo,drafted,draft_vortaro_additions_20251012_0140.tsv
arktostafilo,arktostafilo,drafted,draft_vortaro_additions_20251012_0140.tsv
arkuso,arkuso,drafted,draft_vortaro_additions_20251012_0140.tsv
armadelo,armadelo,drafted,draft_vortaro_additions_20251012_0140.tsv
armadilidio,armadilidio,drafted,draft_vortaro_additions_20251012_0140.tsv
armilario,armilario,drafted,draft_vortaro_additions_20251012_0140.tsv
armorio,armorio,drafted,draft_vortaro_additions_20251012_0140.tsv
aromata,aromata,drafted,draft_vortaro_additions_20251012_0140.tsv
arondismento,arondismento,drafted,draft_vortaro_additions_20251012_0140.tsv
arsacetino,arsacetino,drafted,draft_vortaro_additions_20251012_0140.tsv
arsenido,arsenido,drafted,draft_vortaro_additions_20251012_0140.tsv
arsino,arsino,drafted,draft_vortaro_additions_20251012_0140.tsv
artefakto,artefakto,drafted,draft_vortaro_additions_20251012_0140.tsv
arteriektomio,arteriektomio,drafted,draft_vortaro_additions_20251012_0140.tsv
arteriito,arteriito,drafted,draft_vortaro_additions_20251012_0140.tsv
artokarpo,artokarpo,drafted,draft_vortaro_additions_20251012_0140.tsv
artralgio,artralgio,drafted,draft_vortaro_additions_20251012_0140.tsv
artro,artro,drafted,draft_vortaro_additions_20251012_0140.tsv
artrologio,artrologio,drafted,draft_vortaro_additions_20251012_0140.tsv
arumacoj,arumacoj,drafted,draft_vortaro_additions_20251012_0140.tsv
arumano,arumano,drafted,draft_vortaro_additions_20251012_0140.tsv
arundo,arundo,drafted,draft_vortaro_additions_20251012_0140.tsv
arunko,arunko,drafted,draft_vortaro_additions_20251012_0140.tsv
arĝentumo,arĝentumo,drafted,draft_vortaro_additions_20251012_0140.tsv
arĥaja,arĥaja,drafted,draft_vortaro_additions_20251012_0140.tsv
arĥipelaĝo,arĥipelaĝo,drafted,draft_vortaro_additions_20251012_0140.tsv
asbestozo,asbestozo,drafted,draft_vortaro_additions_20251012_0140.tsv
ascensio,ascensio,drafted,draft_vortaro_additions_20251012_0140.tsv
ascidioj,ascidioj,drafted,draft_vortaro_additions_20251012_0140.tsv
ascito,ascito,drafted,draft_vortaro_additions_20251012_0140.tsv
asdiko,asdiko,drafted,draft_vortaro_additions_20251012_0140.tsv
asembli,asembli,drafted,draft_vortaro_additions_20251012_0140.tsv
asidua,asidua,drafted,draft_vortaro_additions_20251012_0140.tsv
asindeto,asindeto,drafted,draft_vortaro_additions_20251012_0140.tsv
asiriologio,asiriologio,drafted,draft_vortaro_additions_20251012_0140.tsv
asistolio,asistolio,drafted,draft_vortaro_additions_20251012_0140.tsv
askaridozo,askaridozo,drafted,draft_vortaro_additions_20251012_0140.tsv
asklepiadacoj,asklepiadacoj,drafted,draft_vortaro_additions_20251012_0140.tsv
asko,asko,drafted,draft_vortaro_additions_20251012_0140.tsv
askomicetoj,askomicetoj,drafted,draft_vortaro_additions_20251012_0140.tsv
askomikotoj,askomikotoj,drafted,draft_vortaro_additions_20251012_0140.tsv
askorba,askorba,drafted,draft_vortaro_additions_20251012_0140.tsv
askujo,askujo,drafted,draft_vortaro_additions_20251012_0140.tsv
asonanĉo,asonanĉo,drafted,draft_vortaro_additions_20251012_0140.tsv
asparagino,asparagino,drafted,draft_vortaro_additions_20251012_0140.tsv
aspartato,aspartato,drafted,draft_vortaro_additions_20251012_0140.tsv
asparto,asparto,drafted,draft_vortaro_additions_20251012_0140.tsv
aspergilozo,aspergilozo,drafted,draft_vortaro_additions_20251012_0140.tsv
asperĝi,asperĝi,drafted,draft_vortaro_additions_20251012_0140.tsv
aspidistro,aspidistro,drafted,draft_vortaro_additions_20251012_0140.tsv
aspiko,aspiko,drafted,draft_vortaro_additions_20251012_0140.tsv
aspiratoro,aspiratoro,drafted,draft_vortaro_additions_20251012_0140.tsv
asplenio,asplenio,drafted,draft_vortaro_additions_20251012_0140.tsv
astenosfero,astenosfero,drafted,draft_vortaro_additions_20251012_0140.tsv
asteriedoj,asteriedoj,drafted,draft_vortaro_additions_20251012_0140.tsv
asterioidoj,asterioidoj,drafted,draft_vortaro_additions_20251012_0140.tsv
asterolino,asterolino,drafted,draft_vortaro_additions_20251012_0140.tsv
asterozooj,asterozooj,drafted,draft_vortaro_additions_20251012_0140.tsv
astilbo,astilbo,drafted,draft_vortaro_additions_20251012_0140.tsv
astreo,astreo,drafted,draft_vortaro_additions_20251012_0140.tsv
atamano,atamano,drafted,draft_vortaro_additions_20251012_0140.tsv
ataraksio,ataraksio,drafted,draft_vortaro_additions_20251012_0140.tsv
ateliero,ateliero,drafted,draft_vortaro_additions_20251012_0140.tsv
ateneo,ateneo,drafted,draft_vortaro_additions_20251012_0140.tsv
atenuilo,atenuilo,drafted,draft_vortaro_additions_20251012_0140.tsv
ateromo,ateromo,drafted,draft_vortaro_additions_20251012_0140.tsv
aterosklerozo,aterosklerozo,drafted,draft_vortaro_additions_20251012_0140.tsv
atikito,atikito,drafted,draft_vortaro_additions_20251012_0140.tsv
atlaŝo,atlaŝo,drafted,draft_vortaro_additions_20251012_0140.tsv
atmano,atmano,drafted,draft_vortaro_additions_20251012_0140.tsv
atmo,atmo,drafted,draft_vortaro_additions_20251012_0140.tsv
atmometro,atmometro,drafted,draft_vortaro_additions_20251012_0140.tsv
atmosferografio,atmosferografio,drafted,draft_vortaro_additions_20251012_0140.tsv
atmosferologio,atmosferologio,drafted,draft_vortaro_additions_20251012_0140.tsv
atonala,atonala,drafted,draft_vortaro_additions_20251012_0140.tsv
atrabilo,atrabilo,drafted,draft_vortaro_additions_20251012_0140.tsv
atrezio,atrezio,drafted,draft_vortaro_additions_20251012_0140.tsv
atribŭi,atribŭi,drafted,draft_vortaro_additions_20251012_0140.tsv
atricio,atricio,drafted,draft_vortaro_additions_20251012_0140.tsv
atropismo,atropismo,drafted,draft_vortaro_additions_20251012_0140.tsv
atropo,atropo,drafted,draft_vortaro_additions_20251012_0140.tsv
avenŭo,avenŭo,drafted,draft_vortaro_additions_20251012_0140.tsv
averoo,averoo,drafted,draft_vortaro_additions_20251012_0140.tsv
avicenio,avicenio,drafted,draft_vortaro_additions_20251012_0140.tsv
avikulario,avikulario,drafted,draft_vortaro_additions_20251012_0140.tsv
avinjo,avinjo,drafted,draft_vortaro_additions_20251012_0140.tsv
avio,avio,drafted,draft_vortaro_additions_20251012_0140.tsv
avitaminozo,avitaminozo,drafted,draft_vortaro_additions_20251012_0140.tsv
aza,aza,drafted,draft_vortaro_additions_20251012_0140.tsv
azarolo,azarolo,drafted,draft_vortaro_additions_20251012_0140.tsv
azelo,azelo,drafted,draft_vortaro_additions_20251012_0140.tsv
azeotropo,azeotropo,drafted,draft_vortaro_additions_20251012_0140.tsv
azido,azido,drafted,draft_vortaro_additions_20251012_0140.tsv
azidotimidino,azidotimidino,drafted,draft_vortaro_additions_20251012_0140.tsv
azimeno,azimeno,drafted,draft_vortaro_additions_20251012_0140.tsv
azoa,azoa,drafted,draft_vortaro_additions_20251012_0140.tsv
azoiko,azoiko,drafted,draft_vortaro_additions_20251012_0140.tsv
azoksio,azoksio,drafted,draft_vortaro_additions_20251012_0140.tsv
azolo,azolo,drafted,draft_vortaro_additions_20251012_0140.tsv
azoo,azoo,drafted,draft_vortaro_additions_20251012_0140.tsv
azotemio,azotemio,drafted,draft_vortaro_additions_20251012_0140.tsv
azoturio,azoturio,drafted,draft_vortaro_additions_20251012_0140.tsv
azteko,azteko,drafted,draft_vortaro_additions_20251012_0140.tsv
azuleĥo,azuleĥo,drafted,draft_vortaro_additions_20251012_0140.tsv
aĥerontio,aĥerontio,drafted,draft_vortaro_additions_20251012_0140.tsv
aĥi,aĥi,drafted,draft_vortaro_additions_20251012_0140.tsv
aŝaro,aŝaro,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭbado,aŭbado,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭbrietio,aŭbrietio,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭdienĉo,aŭdienĉo,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭditoro,aŭditoro,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭgito,aŭgito,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭgmentativo,aŭgmentativo,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭgmento,aŭgmento,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭgustenano,aŭgustenano,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭkedoj,aŭkedoj,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭksino,aŭksino,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭksotrofa,aŭksotrofa,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭkubo,aŭkubo,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭkumeo,aŭkumeo,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭrelio,aŭrelio,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭriko,aŭriko,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭrikulario,aŭrikulario,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭripigmento,aŭripigmento,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭstera,aŭstera,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭstrala,aŭstrala,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭstralopiteko,aŭstralopiteko,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭtarkio,aŭtarkio,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭtigena,aŭtigena,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭtogamio,aŭtogamio,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭtogena,aŭtogena,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭtomorfio,aŭtomorfio,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭtosomo,aŭtosomo,drafted,draft_vortaro_additions_20251012_0140.tsv
aŭtotrofa,aŭtotrofa,drafted,draft_vortaro_additions_20251012_0140.tsv
baci,baci,drafted,draft_vortaro_additions_20251012_0140.tsv
baco,baco,drafted,draft_vortaro_additions_20251012_0140.tsv
bagno,bagno,drafted,draft_vortaro_additions_20251012_0140.tsv
bagro,bagro,drafted,draft_vortaro_additions_20251012_0140.tsv
bajronismo,bajronismo,drafted,draft_vortaro_additions_20251012_0140.tsv
bakango,bakango,drafted,draft_vortaro_additions_20251012_0140.tsv
baktericida,baktericida,drafted,draft_vortaro_additions_20251012_0147.tsv
baktericido,baktericido,drafted,draft_vortaro_additions_20251012_0147.tsv
bakteriofaĝo,bakteriofaĝo,drafted,draft_vortaro_additions_20251012_0147.tsv
bakŝiŝo,bakŝiŝo,drafted,draft_vortaro_additions_20251012_0147.tsv
balafono,balafono,drafted,draft_vortaro_additions_20251012_0147.tsv
balanito,balanito,drafted,draft_vortaro_additions_20251012_0147.tsv
balantidio,balantidio,drafted,draft_vortaro_additions_20251012_0147.tsv
balato,balato,drafted,draft_vortaro_additions_20251012_0147.tsv
balenedoj,balenedoj,drafted,draft_vortaro_additions_20251012_0147.tsv
balenopteredoj,balenopteredoj,drafted,draft_vortaro_additions_20251012_0147.tsv
balenoptero,balenoptero,drafted,draft_vortaro_additions_20251012_0147.tsv
baloteo,baloteo,drafted,draft_vortaro_additions_20251012_0147.tsv
balzaminacoj,balzaminacoj,drafted,draft_vortaro_additions_20251012_0147.tsv
bambuzo,bambuzo,drafted,draft_vortaro_additions_20251012_0147.tsv
banderilo,banderilo,drafted,draft_vortaro_additions_20251012_0147.tsv
bandoliero,bandoliero,drafted,draft_vortaro_additions_20251012_0147.tsv
bangificoj,bangificoj,drafted,draft_vortaro_additions_20251012_0147.tsv
bangio,bangio,drafted,draft_vortaro_additions_20251012_0147.tsv
bangioficoj,bangioficoj,drafted,draft_vortaro_additions_20251012_0147.tsv
bantua,bantua,drafted,draft_vortaro_additions_20251012_0147.tsv
banusejo,banusejo,drafted,draft_vortaro_additions_20251012_0147.tsv
banuslando,banuslando,drafted,draft_vortaro_additions_20251012_0147.tsv
banuso,banuso,drafted,draft_vortaro_additions_20251012_0147.tsv
baptanino,baptanino,drafted,draft_vortaro_additions_20251012_0147.tsv
baptisterio,baptisterio,drafted,draft_vortaro_additions_20251012_0147.tsv
baptujo,baptujo,drafted,draft_vortaro_additions_20251012_0147.tsv
barbadenbero,barbadenbero,drafted,draft_vortaro_additions_20251012_0147.tsv
barbadeno,barbadeno,drafted,draft_vortaro_additions_20251012_0147.tsv
barbakano,barbakano,drafted,draft_vortaro_additions_20251012_0147.tsv
barbio,barbio,drafted,draft_vortaro_additions_20251012_0147.tsv
barbitono,barbitono,drafted,draft_vortaro_additions_20251012_0147.tsv
barbitura,barbitura,drafted,draft_vortaro_additions_20251012_0147.tsv
barbituraĵo,barbituraĵo,drafted,draft_vortaro_additions_20251012_0147.tsv
barbiturismo,barbiturismo,drafted,draft_vortaro_additions_20251012_0147.tsv
barbituro,barbituro,drafted,draft_vortaro_additions_20251012_0147.tsv
bariono,bariono,drafted,draft_vortaro_additions_20251012_0147.tsv
barumo,barumo,drafted,draft_vortaro_additions_20251012_0147.tsv
barzojo,barzojo,drafted,draft_vortaro_additions_20251012_0147.tsv
basiero,basiero,drafted,draft_vortaro_additions_20251012_0147.tsv
batava,batava,drafted,draft_vortaro_additions_20251012_0147.tsv
batokroma,batokroma,drafted,draft_vortaro_additions_20251012_0147.tsv
batolito,batolito,drafted,draft_vortaro_additions_20251012_0147.tsv
batometrio,batometrio,drafted,draft_vortaro_additions_20251012_0147.tsv
batometro,batometro,drafted,draft_vortaro_additions_20251012_0147.tsv
batui,batui,drafted,draft_vortaro_additions_20251012_0147.tsv
batuisto,batuisto,drafted,draft_vortaro_additions_20251012_0147.tsv
batuo,batuo,drafted,draft_vortaro_additions_20251012_0147.tsv
bavuro,bavuro,drafted,draft_vortaro_additions_20251012_0147.tsv
bazamento,bazamento,drafted,draft_vortaro_additions_20251012_0147.tsv
bazidimicetoj,bazidimicetoj,drafted,draft_vortaro_additions_20251012_0147.tsv
bazidimikotoj,bazidimikotoj,drafted,draft_vortaro_additions_20251012_0147.tsv
bazidio,bazidio,drafted,draft_vortaro_additions_20251012_0147.tsv
bazidiomicetoj,bazidiomicetoj,drafted,draft_vortaro_additions_20251012_0147.tsv
bazidiomikotoj,bazidiomikotoj,drafted,draft_vortaro_additions_20251012_0147.tsv
bazidiujo,bazidiujo,drafted,draft_vortaro_additions_20251012_0147.tsv
bazoĉo,bazoĉo,drafted,draft_vortaro_additions_20251012_0147.tsv
baŝkiro,baŝkiro,drafted,draft_vortaro_additions_20251012_0147.tsv
baŝliko,baŝliko,drafted,draft_vortaro_additions_20251012_0147.tsv
baŝo,baŝo,drafted,draft_vortaro_additions_20251012_0147.tsv
baŭhinio,baŭhinio,drafted,draft_vortaro_additions_20251012_0147.tsv
bearnezo,bearnezo,drafted,draft_vortaro_additions_20251012_0147.tsv
bedelio,bedelio,drafted,draft_vortaro_additions_20251012_0147.tsv
begamo,begamo,drafted,draft_vortaro_additions_20251012_0147.tsv
behaviorismo,behaviorismo,drafted,draft_vortaro_additions_20251012_0147.tsv
bei,bei,drafted,draft_vortaro_additions_20251012_0147.tsv
beja,beja,drafted,draft_vortaro_additions_20251012_0147.tsv
bejo,bejo,drafted,draft_vortaro_additions_20251012_0147.tsv
bekabungo,bekabungo,drafted,draft_vortaro_additions_20251012_0147.tsv
bekeŝo,bekeŝo,drafted,draft_vortaro_additions_20251012_0147.tsv
belemnitoj,belemnitoj,drafted,draft_vortaro_additions_20251012_0147.tsv
beliso,beliso,drafted,draft_vortaro_additions_20251012_0147.tsv
belono,belono,drafted,draft_vortaro_additions_20251012_0147.tsv
belonoformaj,belonoformaj,drafted,draft_vortaro_additions_20251012_0147.tsv
beloto,beloto,drafted,draft_vortaro_additions_20251012_0147.tsv
belĝo,belĝo,drafted,draft_vortaro_additions_20251012_0147.tsv
bemerio,bemerio,drafted,draft_vortaro_additions_20251012_0147.tsv
benta,benta,drafted,draft_vortaro_additions_20251012_0147.tsv
bentano,bentano,drafted,draft_vortaro_additions_20251012_0147.tsv
bento,bento,drafted,draft_vortaro_additions_20251012_0147.tsv
bentulo,bentulo,drafted,draft_vortaro_additions_20251012_0147.tsv
benzidino,benzidino,drafted,draft_vortaro_additions_20251012_0147.tsv
benzilo,benzilo,drafted,draft_vortaro_additions_20251012_0147.tsv
benzo,benzo,drafted,draft_vortaro_additions_20251012_0147.tsv
benzodiazepino,benzodiazepino,drafted,draft_vortaro_additions_20251012_0147.tsv
benzoili,benzoili,drafted,draft_vortaro_additions_20251012_0147.tsv
benzoilo,benzoilo,drafted,draft_vortaro_additions_20251012_0147.tsv
bermo,bermo,drafted,draft_vortaro_additions_20251012_0147.tsv
bernardanoj,bernardanoj,drafted,draft_vortaro_additions_20251012_0147.tsv
berserko,berserko,drafted,draft_vortaro_additions_20251012_0147.tsv
bertoletio,bertoletio,drafted,draft_vortaro_additions_20251012_0147.tsv
bestia,bestia,drafted,draft_vortaro_additions_20251012_0147.tsv
bestio,bestio,drafted,draft_vortaro_additions_20251012_0147.tsv
bezoaroj,bezoaroj,drafted,draft_vortaro_additions_20251012_0147.tsv
beŝamelo,beŝamelo,drafted,draft_vortaro_additions_20251012_0147.tsv
bi,bi,drafted,draft_vortaro_additions_20251012_0147.tsv
biasa,biasa,drafted,draft_vortaro_additions_20251012_0147.tsv
biasi,biasi,drafted,draft_vortaro_additions_20251012_0147.tsv
biaso,biaso,drafted,draft_vortaro_additions_20251012_0147.tsv
bidento,bidento,drafted,draft_vortaro_additions_20251012_0147.tsv
bielo,bielo,drafted,draft_vortaro_additions_20251012_0147.tsv
bienalo,bienalo,drafted,draft_vortaro_additions_20251012_0147.tsv
bierumi,bierumi,drafted,draft_vortaro_additions_20251012_0147.tsv
bifaco,bifaco,drafted,draft_vortaro_additions_20251012_0147.tsv
bifadena,bifadena,drafted,draft_vortaro_additions_20251012_0147.tsv
bifenilo,bifenilo,drafted,draft_vortaro_additions_20251012_0147.tsv
bifida,bifida,drafted,draft_vortaro_additions_20251012_0147.tsv
bifilara,bifilara,drafted,draft_vortaro_additions_20251012_0147.tsv
bigarado,bigarado,drafted,draft_vortaro_additions_20251012_0147.tsv
bigaradujo,bigaradujo,drafted,draft_vortaro_additions_20251012_0147.tsv
bigarelarbo,bigarelarbo,drafted,draft_vortaro_additions_20251012_0147.tsv
bigarelo,bigarelo,drafted,draft_vortaro_additions_20251012_0147.tsv
bigarelujo,bigarelujo,drafted,draft_vortaro_additions_20251012_0147.tsv
bignonio,bignonio,drafted,draft_vortaro_additions_20251012_0147.tsv
bikso,bikso,drafted,draft_vortaro_additions_20251012_0147.tsv
bilabialo,bilabialo,drafted,draft_vortaro_additions_20251012_0147.tsv
bilanĉo,bilanĉo,drafted,draft_vortaro_additions_20251012_0147.tsv
bilharziozo,bilharziozo,drafted,draft_vortaro_additions_20251012_0147.tsv
bimetala,bimetala,drafted,draft_vortaro_additions_20251012_0147.tsv
biocido,biocido,drafted,draft_vortaro_additions_20251012_0147.tsv
bioloĝo,bioloĝo,drafted,draft_vortaro_additions_20251012_0147.tsv
biometrio,biometrio,drafted,draft_vortaro_additions_20251012_0147.tsv
biomo,biomo,drafted,draft_vortaro_additions_20251012_0147.tsv
bionto,bionto,drafted,draft_vortaro_additions_20251012_0147.tsv
biopsio,biopsio,drafted,draft_vortaro_additions_20251012_0147.tsv
biotino,biotino,drafted,draft_vortaro_additions_20251012_0147.tsv
biotito,biotito,drafted,draft_vortaro_additions_20251012_0147.tsv
birgo,birgo,drafted,draft_vortaro_additions_20251012_0147.tsv
bisako,bisako,drafted,draft_vortaro_additions_20251012_0147.tsv
biskutelo,biskutelo,drafted,draft_vortaro_additions_20251012_0147.tsv
bismutato,bismutato,drafted,draft_vortaro_additions_20251012_0147.tsv
bistorto,bistorto,drafted,draft_vortaro_additions_20251012_0147.tsv
bitniko,bitniko,drafted,draft_vortaro_additions_20251012_0147.tsv
bitumoza,bitumoza,drafted,draft_vortaro_additions_20251012_0147.tsv
biureto,biureto,drafted,draft_vortaro_additions_20251012_0147.tsv
bizanto,bizanto,drafted,draft_vortaro_additions_20251012_0147.tsv
bizo,bizo,drafted,draft_vortaro_additions_20251012_0147.tsv
biĵuterio,biĵuterio,drafted,draft_vortaro_additions_20251012_0147.tsv
blablai,blablai,drafted,draft_vortaro_additions_20251012_0147.tsv
blakbaso,blakbaso,drafted,draft_vortaro_additions_20251012_0147.tsv
blamanĝo,blamanĝo,drafted,draft_vortaro_additions_20251012_0147.tsv
blapto,blapto,drafted,draft_vortaro_additions_20251012_0147.tsv
blastemo,blastemo,drafted,draft_vortaro_additions_20251012_0147.tsv
blasto,blasto,drafted,draft_vortaro_additions_20251012_0147.tsv
blastocero,blastocero,drafted,draft_vortaro_additions_20251012_0147.tsv
blastodermo,blastodermo,drafted,draft_vortaro_additions_20251012_0147.tsv
blastomiceto,blastomiceto,drafted,draft_vortaro_additions_20251012_0147.tsv
blastomicetoj,blastomicetoj,drafted,draft_vortaro_additions_20251012_0147.tsv
blastomicetozo,blastomicetozo,drafted,draft_vortaro_additions_20251012_0147.tsv
blastulo,blastulo,drafted,draft_vortaro_additions_20251012_0147.tsv
blatuloj,blatuloj,drafted,draft_vortaro_additions_20251012_0147.tsv
blazego,blazego,drafted,draft_vortaro_additions_20251012_0147.tsv
blaziga,blaziga,drafted,draft_vortaro_additions_20251012_0147.tsv
blazo,blazo,drafted,draft_vortaro_additions_20251012_0147.tsv
blefarito,blefarito,drafted,draft_vortaro_additions_20251012_0147.tsv
blenioidoj,blenioidoj,drafted,draft_vortaro_additions_20251012_0147.tsv
bletio,bletio,drafted,draft_vortaro_additions_20251012_0147.tsv
blezi,blezi,drafted,draft_vortaro_additions_20251012_0147.tsv
blinki,blinki,drafted,draft_vortaro_additions_20251012_0147.tsv
